ac,eng,mass,distance,fuel
b744,V2527E-A5,264660,1591,19750
b744,V2527E-A5,264660,2983,36050
b744,V2527E-A5,264660,4375,53500
b744,V2527E-A5,264660,5766,69470
b744,V2527E-A5,264660,7158,85220
b744,V2527E-A5,273810,1591,20230
b744,V2527E-A5,273810,2983,37220
b744,V2527E-A5,273810,4375,55450
b744,V2527E-A5,273810,5766,71870
b744,V2527E-A5,273810,7158,87640
b744,V2527E-A5,282970,2983,38140
b744,V2527E-A5,282970,4375,56220
b744,V2527E-A5,282970,5766,74510
b744,V2527E-A5,282970,7158,90060
b744,V2527E-A5,282970,8550,101200
b744,V2527E-A5,292120,2983,38830
b744,V2527E-A5,292120,4375,57140
b744,V2527E-A5,292120,5766,76750
b744,V2527E-A5,292120,7158,92580
b744,V2527E-A5,292120,8550,104390
b744,V2527E-A5,301280,4375,58770
b744,V2527E-A5,301280,5766,78920
b744,V2527E-A5,301280,7158,95200
b744,V2527E-A5,301280,8550,107810
b744,V2527E-A5,301280,9941,122110
b744,V2527E-A5,310430,4375,60890
b744,V2527E-A5,310430,5766,81400
b744,V2527E-A5,310430,7158,98140
b744,V2527E-A5,310430,8550,110590
b744,V2527E-A5,310430,9941,125170
b744,V2527E-A5,319590,5766,84400
b744,V2527E-A5,319590,7158,100750
b744,V2527E-A5,319590,8550,114040
b744,V2527E-A5,319590,9941,128530
b744,V2527E-A5,319590,11333,142350
b744,V2527E-A5,328740,5766,86790
b744,V2527E-A5,328740,7158,103450
b744,V2527E-A5,328740,8550,116810
b744,V2527E-A5,328740,9941,131660
b744,V2527E-A5,328740,11333,145610
b744,V2527E-A5,337900,7158,105810
b744,V2527E-A5,337900,8550,119660
b744,V2527E-A5,337900,9941,134650
b744,V2527E-A5,337900,11333,148920
b744,V2527E-A5,337900,12725,162450
b744,V2527E-A5,347060,7158,107360
b744,V2527E-A5,347060,8550,122590
b744,V2527E-A5,347060,9941,137810
b744,V2527E-A5,347060,11333,152330
b744,V2527E-A5,347060,12725,165850
b744,V2527E-A5,356210,7158,109510
b744,V2527E-A5,356210,8550,125610
b744,V2527E-A5,356210,9941,141050
b744,V2527E-A5,356210,11333,155570
b744,V2527E-A5,356210,12725,169310
b744,V2527E-A5,365370,8550,127310
b744,V2527E-A5,365370,9941,143830
b744,V2527E-A5,365370,11333,158790
b744,V2527E-A5,365370,12725,172680
b744,V2527E-A5,374520,8550,130940
b744,V2527E-A5,374520,9941,146270
b744,V2527E-A5,374520,11333,161980
b744,V2527E-A5,374520,12725,176060
b744,V2527E-A5,383680,9941,148840
b744,V2527E-A5,383680,11333,165690
b744,V2527E-A5,383680,12725,180000
