ac,eng,mass,distance,fuel
a333,V2527-A5,176470,6975,54650
a333,V2527-A5,181320,2135,17740
a333,V2527-A5,181320,3103,25610
a333,V2527-A5,181320,4071,33230
a333,V2527-A5,181320,5039,40470
a333,V2527-A5,181320,6007,48470
a333,V2527-A5,181320,6975,55670
a333,V2527-A5,186180,2135,18030
a333,V2527-A5,186180,3103,26010
a333,V2527-A5,186180,4071,33750
a333,V2527-A5,186180,5039,41270
a333,V2527-A5,186180,6007,49300
a333,V2527-A5,186180,6975,56700
a333,V2527-A5,186180,7943,63100
a333,V2527-A5,191030,2135,18330
a333,V2527-A5,191030,3103,26420
a333,V2527-A5,191030,4071,34280
a333,V2527-A5,191030,5039,41910
a333,V2527-A5,191030,6007,49190
a333,V2527-A5,191030,6975,57770
a333,V2527-A5,191030,7943,64270
a333,V2527-A5,195890,2135,18630
a333,V2527-A5,195890,3103,26850
a333,V2527-A5,195890,4071,34820
a333,V2527-A5,195890,5039,42470
a333,V2527-A5,195890,6007,49980
a333,V2527-A5,195890,6975,58280
a333,V2527-A5,195890,8911,72490
a333,V2527-A5,200740,2135,18940
a333,V2527-A5,200740,3103,27280
a333,V2527-A5,200740,4071,35370
a333,V2527-A5,200740,5039,43220
a333,V2527-A5,200740,6007,50780
a333,V2527-A5,200740,6975,58190
a333,V2527-A5,200740,7943,66690
a333,V2527-A5,200740,8911,73900
a333,V2527-A5,205600,2135,19290
a333,V2527-A5,205600,3103,27740
a333,V2527-A5,205600,4071,35920
a333,V2527-A5,205600,5039,43910
a333,V2527-A5,205600,6975,60870
a333,V2527-A5,205600,8911,75410
a333,V2527-A5,210450,3103,28240
a333,V2527-A5,210450,4071,36550
a333,V2527-A5,210450,5039,44620
a333,V2527-A5,210450,7943,68110
a333,V2527-A5,210450,8911,77050
a333,V2527-A5,215310,3103,28810
a333,V2527-A5,215310,4071,37270
a333,V2527-A5,215310,5039,45460
a333,V2527-A5,215310,6007,53470
a333,V2527-A5,215310,6975,61110
a333,V2527-A5,215310,7943,69450
a333,V2527-A5,215310,8911,78860
a333,V2527-A5,220160,4071,38150
a333,V2527-A5,220160,5039,46540
a333,V2527-A5,220160,6007,54870
a333,V2527-A5,220160,6975,62650
a333,V2527-A5,220160,7943,71430
a333,V2527-A5,220160,8911,82890
